timestamp,estacao,geolocalizacao,equipamento_id,tipo_equipamento,vibracao,impacto,temperatura,velocidade_corrente,abertura_porta,posicao,torque,desalinhamento,contagem_pessoas,travamento,posicao_suspeita
2026-03-25 04:55:06,106 Sul,"-15.8164,-47.8997",Escada_Rolante_1,Escada_Rolante,2.45,Nenhum,27.7,1.09,N/A,Em movimento,49.66,Nenhum,8,Não,Não
2026-03-25 05:00:06,Praça do Relógio,"-15.8319,-48.0569",Elevador_1,Elevador,1.03,Nenhum,22.5,1.93,Aberta,Andar 4,40.45,Nenhum,5,Não,Não
2026-03-25 05:05:06,Taguatinga Sul,"-15.8569,-48.0336",Elevador_2,Elevador,1.18,Nenhum,28.0,1.38,Fechada,Andar 6,25.18,Nenhum,7,Não,Não
2026-03-25 05:10:06,Central,"-15.7925,-47.8828",Elevador_3,Elevador,0.34,Nenhum,27.7,2.39,Aberta,Andar 7,39.49,Nenhum,2,Não,Não
2026-03-25 05:15:06,110 Sul,"-15.8286,-47.9089",Elevador_4,Elevador,2.18,Nenhum,24.9,2.36,Fechada,Andar 7,32.27,Nenhum,3,Não,Não
2026-03-25 05:20:06,Arniqueiras,"-15.8378,-48.0169",Escada_Rolante_1,Escada_Rolante,0.91,Nenhum,29.5,1.06,N/A,Em movimento,44.99,Nenhum,8,Não,Não
2026-03-25 05:25:06,Ceilândia Norte,"-15.8142,-48.1189",Elevador_3,Elevador,1.39,Nenhum,26.2,1.58,Aberta,Andar 5,27.47,Nenhum,0,Não,Não
2026-03-25 05:30:06,Galeria,"-15.7981,-47.8856",Escada_Rolante_3,Escada_Rolante,1.52,Nenhum,21.0,0.91,N/A,Em movimento,33.24,Nenhum,8,Não,Não
2026-03-25 05:35:06,Samambaia Sul,"-15.8753,-48.0817",Elevador_2,Elevador,0.68,Nenhum,29.6,2.23,Fechada,Andar 5,41.36,Nenhum,7,Não,Não
2026-03-25 05:40:06,Arniqueiras,"-15.8378,-48.0169",Escada_Rolante_1,Escada_Rolante,0.9,Leve,23.0,0.93,N/A,Em movimento,23.04,Nenhum,4,Não,Não
2026-03-25 05:45:06,Terminal Asa Sul,"-15.8483,-47.9239",Elevador_1,Elevador,2.24,Nenhum,22.3,1.55,Aberta,Andar 5,28.29,Nenhum,7,Não,Não
2026-03-25 05:50:06,Estrada Parque,"-15.8333,-48.0494",Escada_Rolante_2,Escada_Rolante,0.89,Nenhum,26.8,0.99,N/A,Em movimento,40.95,Nenhum,8,Não,Não
2026-03-25 05:55:06,Terminal Samambaia,"-15.8744,-48.0964",Elevador_2,Elevador,1.66,Nenhum,26.1,1.1,Aberta,Andar 2,25.29,Nenhum,6,Não,Não
2026-03-25 06:00:06,Arniqueiras,"-15.8378,-48.0169",Elevador_4,Elevador,0.79,Nenhum,27.1,1.66,Aberta,Andar 5,43.7,Nenhum,0,Não,Não
2026-03-25 06:05:06,Concessionárias,"-15.8361,-48.0381",Escada_Rolante_2,Escada_Rolante,8.97,Forte,48.8,1.92,N/A,N/A,117.38,Crítico,18,Sim,Sim
2026-03-25 06:10:06,Ceilândia Centro,"-15.8236,-48.1128",Elevador_4,Elevador,0.46,Nenhum,29.6,1.85,Aberta,Andar 3,30.03,Nenhum,1,Não,Não
2026-03-25 06:15:06,Shopping,"-15.8336,-47.9422",Elevador_3,Elevador,10.32,Extremo,36.6,0.65,Forçada,Entre andares,127.92,Severo,20,Sim,Sim
2026-03-25 06:20:06,Terminal Samambaia,"-15.8744,-48.0964",Elevador_3,Elevador,2.25,Nenhum,25.1,1.35,Aberta,Andar 2,31.62,Nenhum,3,Não,Não
2026-03-25 06:25:06,Samambaia Sul,"-15.8753,-48.0817",Elevador_2,Elevador,2.47,Nenhum,28.1,1.09,Fechada,Andar 10,37.11,Nenhum,3,Não,Não
2026-03-25 06:30:06,Terminal Ceilândia,"-15.8078,-48.1258",Elevador_1,Elevador,0.79,Nenhum,28.5,2.37,Fechada,Andar 5,27.56,Nenhum,5,Não,Não
2026-03-25 06:35:06,Guariroba,"-15.8306,-48.1022",Elevador_1,Elevador,13.61,Extremo,48.6,1.95,Forçada,Entre andares,137.66,Severo,18,Sim,Sim
2026-03-25 06:40:06,Feira,"-15.8319,-47.9547",Elevador_3,Elevador,2.15,Nenhum,24.8,1.6,Fechada,Andar 7,35.19,Nenhum,0,Não,Não
2026-03-25 06:45:06,Terminal Samambaia,"-15.8744,-48.0964",Escada_Rolante_1,Escada_Rolante,0.22,Nenhum,20.0,1.02,N/A,Em movimento,49.64,Nenhum,6,Não,Não
2026-03-25 06:50:06,Feira,"-15.8319,-47.9547",Escada_Rolante_3,Escada_Rolante,1.32,Nenhum,24.0,0.91,N/A,Em movimento,41.35,Nenhum,8,Não,Não
2026-03-25 06:55:06,Ceilândia Sul,"-15.8378,-48.0933",Escada_Rolante_1,Escada_Rolante,2.33,Nenhum,22.7,1.02,N/A,Em movimento,20.64,Nenhum,0,Não,Não
2026-03-25 07:00:06,Ceilândia Centro,"-15.8236,-48.1128",Elevador_4,Elevador,1.06,Nenhum,28.6,1.48,Aberta,Andar 3,48.87,Nenhum,0,Não,Não
2026-03-25 07:05:06,Arniqueiras,"-15.8378,-48.0169",Elevador_4,Elevador,0.52,Nenhum,24.7,1.9,Fechada,Andar 4,43.26,Nenhum,3,Não,Não
2026-03-25 07:10:06,Galeria,"-15.7981,-47.8856",Escada_Rolante_2,Escada_Rolante,5.0,Forte,46.6,2.72,N/A,N/A,81.38,Severo,20,Sim,Sim
2026-03-25 07:15:06,Feira,"-15.8319,-47.9547",Elevador_4,Elevador,1.69,Nenhum,28.9,1.61,Fechada,Andar 9,37.58,Nenhum,0,Não,Não
2026-03-25 07:20:06,Terminal Asa Sul,"-15.8483,-47.9239",Elevador_4,Elevador,0.35,Nenhum,20.9,2.22,Fechada,Andar 5,47.87,Nenhum,2,Não,Não
2026-03-25 07:25:06,Arniqueiras,"-15.8378,-48.0169",Elevador_4,Elevador,1.06,Nenhum,23.6,2.11,Fechada,Andar 7,23.52,Nenhum,4,Não,Não
2026-03-25 07:30:06,Samambaia Sul,"-15.8753,-48.0817",Escada_Rolante_2,Escada_Rolante,0.85,Nenhum,28.8,0.94,N/A,Em movimento,29.48,Nenhum,2,Não,Não
2026-03-25 07:35:06,Furnas,"-15.8672,-48.0469",Elevador_4,Elevador,1.76,Nenhum,26.6,1.77,Fechada,Andar 6,49.75,Nenhum,1,Não,Não
2026-03-25 07:40:06,Terminal Ceilândia,"-15.8078,-48.1258",Escada_Rolante_2,Escada_Rolante,0.48,Nenhum,20.6,0.97,N/A,Em movimento,22.47,Nenhum,0,Não,Não
2026-03-25 07:45:06,Guará,"-15.8258,-47.9708",Escada_Rolante_4,Escada_Rolante,1.56,Nenhum,29.5,1.01,N/A,Em movimento,38.08,Nenhum,6,Não,Não
2026-03-25 07:50:06,Central,"-15.7925,-47.8828",Elevador_2,Elevador,2.22,Nenhum,22.7,1.72,Fechada,Andar 4,35.82,Nenhum,2,Não,Não
2026-03-25 07:55:06,Estrada Parque,"-15.8333,-48.0494",Elevador_1,Elevador,1.59,Leve,21.0,1.5,Fechada,Andar 9,48.58,Nenhum,7,Não,Não
2026-03-25 08:00:06,110 Sul,"-15.8286,-47.9089",Elevador_2,Elevador,2.38,Nenhum,27.0,1.36,Fechada,Andar 7,46.26,Nenhum,5,Não,Não
2026-03-25 08:05:06,Feira,"-15.8319,-47.9547",Elevador_2,Elevador,2.38,Nenhum,24.9,2.48,Fechada,Andar 6,46.44,Nenhum,3,Não,Não
2026-03-25 08:10:06,Samambaia Sul,"-15.8753,-48.0817",Elevador_4,Elevador,0.55,Nenhum,27.3,1.4,Fechada,Andar 4,36.03,Nenhum,3,Não,Não
2026-03-25 08:15:06,Centro Metropolitano,"-15.8344,-48.0772",Elevador_2,Elevador,1.83,Nenhum,25.3,1.98,Aberta,Andar 5,33.76,Nenhum,0,Não,Não
2026-03-25 08:20:06,Estrada Parque,"-15.8333,-48.0494",Escada_Rolante_1,Escada_Rolante,0.63,Nenhum,26.0,0.94,N/A,Em movimento,45.81,Nenhum,7,Não,Não
2026-03-25 08:25:06,Galeria,"-15.7981,-47.8856",Escada_Rolante_2,Escada_Rolante,2.13,Nenhum,20.7,1.09,N/A,Em movimento,39.94,Nenhum,3,Não,Não
2026-03-25 08:30:06,Ceilândia Centro,"-15.8236,-48.1128",Elevador_4,Elevador,1.01,Leve,22.8,1.32,Fechada,Andar 8,48.11,Nenhum,5,Não,Não
2026-03-25 08:35:06,Guariroba,"-15.8306,-48.1022",Elevador_2,Elevador,0.98,Nenhum,26.2,1.57,Fechada,Andar 7,36.92,Nenhum,0,Não,Não
2026-03-25 08:40:06,Galeria,"-15.7981,-47.8856",Escada_Rolante_1,Escada_Rolante,2.28,Nenhum,25.1,1.1,N/A,Em movimento,46.94,Nenhum,2,Não,Não
2026-03-25 08:45:06,108 Sul,"-15.8228,-47.9042",Escada_Rolante_1,Escada_Rolante,1.99,Nenhum,22.9,1.0,N/A,Em movimento,23.35,Nenhum,1,Não,Não
2026-03-25 08:50:06,Galeria,"-15.7981,-47.8856",Elevador_1,Elevador,2.01,Nenhum,22.4,1.58,Fechada,Andar 4,25.29,Nenhum,5,Não,Não
2026-03-25 08:55:06,Arniqueiras,"-15.8378,-48.0169",Elevador_4,Elevador,0.88,Nenhum,24.6,1.89,Fechada,Andar 6,41.21,Nenhum,6,Não,Não
2026-03-25 09:00:06,Terminal Samambaia,"-15.8744,-48.0964",Escada_Rolante_2,Escada_Rolante,0.16,Leve,25.5,0.9,N/A,Em movimento,36.94,Nenhum,1,Não,Não
2026-03-25 09:05:06,Concessionárias,"-15.8361,-48.0381",Escada_Rolante_2,Escada_Rolante,0.88,Nenhum,28.0,1.03,N/A,Em movimento,37.26,Nenhum,1,Não,Não
2026-03-25 09:10:06,Terminal Samambaia,"-15.8744,-48.0964",Elevador_1,Elevador,2.16,Nenhum,23.9,2.07,Aberta,Andar 2,48.86,Nenhum,5,Não,Não
2026-03-25 09:15:06,Terminal Asa Sul,"-15.8483,-47.9239",Escada_Rolante_3,Escada_Rolante,0.61,Nenhum,25.4,0.94,N/A,Em movimento,44.75,Nenhum,0,Não,Não
2026-03-25 09:20:06,Taguatinga Sul,"-15.8569,-48.0336",Elevador_3,Elevador,0.82,Nenhum,28.1,1.67,Fechada,Andar 7,23.02,Nenhum,8,Não,Não
2026-03-25 09:25:06,114 Sul,"-15.8406,-47.9181",Elevador_3,Elevador,1.82,Nenhum,27.2,2.23,Fechada,Andar 9,43.56,Nenhum,6,Não,Não
2026-03-25 09:30:06,Taguatinga Sul,"-15.8569,-48.0336",Elevador_4,Elevador,0.47,Nenhum,27.8,2.32,Aberta,Andar 8,48.5,Nenhum,1,Não,Não
2026-03-25 09:35:06,Guariroba,"-15.8306,-48.1022",Elevador_3,Elevador,0.37,Nenhum,28.1,2.06,Fechada,Andar 7,37.16,Nenhum,4,Não,Não
2026-03-25 09:40:06,Centro Metropolitano,"-15.8344,-48.0772",Escada_Rolante_4,Escada_Rolante,11.93,Extremo,41.7,1.32,N/A,N/A,136.12,Severo,15,Sim,Sim
2026-03-25 09:45:06,108 Sul,"-15.8228,-47.9042",Elevador_3,Elevador,1.03,Nenhum,28.1,2.09,Aberta,Andar 4,48.93,Nenhum,0,Não,Não
2026-03-25 09:50:06,Centro Metropolitano,"-15.8344,-48.0772",Elevador_4,Elevador,0.17,Nenhum,26.6,1.8,Fechada,Andar 2,28.97,Nenhum,3,Não,Não
2026-03-25 09:55:06,Estrada Parque,"-15.8333,-48.0494",Elevador_2,Elevador,0.8,Nenhum,27.6,1.88,Fechada,Andar 10,40.11,Nenhum,8,Não,Não
2026-03-25 10:00:06,Centro Metropolitano,"-15.8344,-48.0772",Elevador_2,Elevador,2.22,Nenhum,22.3,2.41,Fechada,Andar 6,47.49,Nenhum,6,Não,Não
2026-03-25 10:05:06,Terminal Ceilândia,"-15.8078,-48.1258",Elevador_3,Elevador,2.29,Leve,24.3,2.38,Aberta,Andar 2,24.48,Nenhum,2,Não,Não
2026-03-25 10:10:06,Shopping,"-15.8336,-47.9422",Escada_Rolante_4,Escada_Rolante,8.21,Extremo,41.7,0.05,N/A,N/A,116.31,Crítico,17,Sim,Sim
2026-03-25 10:15:06,112 Sul,"-15.8347,-47.9133",Escada_Rolante_1,Escada_Rolante,1.19,Nenhum,25.1,1.05,N/A,Em movimento,32.28,Nenhum,4,Não,Não
2026-03-25 10:20:06,108 Sul,"-15.8228,-47.9042",Escada_Rolante_3,Escada_Rolante,5.61,Extremo,41.7,2.08,N/A,N/A,135.66,Crítico,16,Sim,Sim
2026-03-25 10:25:06,106 Sul,"-15.8164,-47.8997",Escada_Rolante_3,Escada_Rolante,1.09,Nenhum,22.3,0.98,N/A,Em movimento,36.95,Nenhum,4,Não,Não
2026-03-25 10:30:06,Shopping,"-15.8336,-47.9422",Escada_Rolante_3,Escada_Rolante,2.12,Nenhum,22.7,0.94,N/A,Em movimento,36.63,Nenhum,7,Não,Não
2026-03-25 10:35:06,Terminal Ceilândia,"-15.8078,-48.1258",Escada_Rolante_1,Escada_Rolante,0.1,Nenhum,23.1,0.91,N/A,Em movimento,42.5,Nenhum,2,Não,Não
2026-03-25 10:40:06,114 Sul,"-15.8406,-47.9181",Elevador_1,Elevador,1.33,Nenhum,21.9,1.95,Fechada,Andar 2,47.77,Nenhum,7,Não,Não
2026-03-25 10:45:06,Praça do Relógio,"-15.8319,-48.0569",Escada_Rolante_3,Escada_Rolante,1.86,Nenhum,22.4,1.05,N/A,Em movimento,22.09,Nenhum,6,Não,Não
2026-03-25 10:50:06,102 Sul,"-15.8044,-47.8903",Elevador_3,Elevador,0.56,Nenhum,23.6,1.03,Fechada,Andar 2,33.22,Nenhum,6,Não,Não
2026-03-25 10:55:06,114 Sul,"-15.8406,-47.9181",Escada_Rolante_1,Escada_Rolante,1.03,Nenhum,24.6,1.03,N/A,Em movimento,29.82,Nenhum,7,Não,Não
2026-03-25 11:00:06,Guará,"-15.8258,-47.9708",Elevador_2,Elevador,1.56,Nenhum,24.0,1.3,Fechada,Andar 4,32.94,Nenhum,3,Não,Não
2026-03-25 11:05:06,Ceilândia Centro,"-15.8236,-48.1128",Elevador_3,Elevador,1.2,Nenhum,26.4,2.33,Aberta,Andar 9,34.36,Nenhum,0,Não,Não
2026-03-25 11:10:06,Águas Claras,"-15.8406,-48.0264",Escada_Rolante_4,Escada_Rolante,1.2,Nenhum,25.1,0.97,N/A,Em movimento,26.25,Nenhum,1,Não,Não
2026-03-25 11:15:06,Terminal Samambaia,"-15.8744,-48.0964",Escada_Rolante_4,Escada_Rolante,0.22,Nenhum,21.5,1.05,N/A,Em movimento,49.74,Nenhum,3,Não,Não
2026-03-25 11:20:06,Centro Metropolitano,"-15.8344,-48.0772",Escada_Rolante_3,Escada_Rolante,0.94,Nenhum,21.2,1.02,N/A,Em movimento,46.88,Nenhum,3,Não,Não
2026-03-25 11:25:06,Praça do Relógio,"-15.8319,-48.0569",Elevador_4,Elevador,1.59,Nenhum,22.7,1.63,Aberta,Andar 3,45.19,Nenhum,3,Não,Não
2026-03-25 11:30:06,Terminal Asa Sul,"-15.8483,-47.9239",Escada_Rolante_4,Escada_Rolante,1.53,Nenhum,23.5,1.06,N/A,Em movimento,44.33,Nenhum,6,Não,Não
2026-03-25 11:35:06,Taguatinga Sul,"-15.8569,-48.0336",Escada_Rolante_3,Escada_Rolante,1.56,Leve,26.7,1.09,N/A,Em movimento,48.44,Nenhum,4,Não,Não
2026-03-25 11:40:06,Terminal Ceilândia,"-15.8078,-48.1258",Escada_Rolante_4,Escada_Rolante,0.75,Nenhum,23.2,1.07,N/A,Em movimento,45.66,Nenhum,3,Não,Não
2026-03-25 11:45:06,Central,"-15.7925,-47.8828",Elevador_2,Elevador,0.66,Nenhum,20.5,1.9,Fechada,Andar 10,30.19,Nenhum,1,Não,Não
2026-03-25 11:50:06,Central,"-15.7925,-47.8828",Escada_Rolante_1,Escada_Rolante,0.52,Nenhum,24.2,1.06,N/A,Em movimento,40.14,Nenhum,6,Não,Não
2026-03-25 11:55:06,Ceilândia Centro,"-15.8236,-48.1128",Elevador_3,Elevador,0.24,Nenhum,27.4,2.02,Fechada,Andar 9,45.57,Nenhum,0,Não,Não
2026-03-25 12:00:06,Taguatinga Sul,"-15.8569,-48.0336",Elevador_2,Elevador,0.46,Nenhum,25.5,2.04,Fechada,Andar 3,46.37,Nenhum,4,Não,Não
2026-03-25 12:05:06,Guará,"-15.8258,-47.9708",Elevador_1,Elevador,0.14,Nenhum,25.1,2.3,Fechada,Andar 6,40.94,Nenhum,2,Não,Não
2026-03-25 12:10:06,102 Sul,"-15.8044,-47.8903",Escada_Rolante_1,Escada_Rolante,0.86,Nenhum,20.2,1.07,N/A,Em movimento,46.74,Nenhum,5,Não,Não
2026-03-25 12:15:06,Furnas,"-15.8672,-48.0469",Elevador_2,Elevador,2.07,Nenhum,26.6,1.12,Fechada,Andar 6,46.7,Nenhum,8,Não,Não
2026-03-25 12:20:06,106 Sul,"-15.8164,-47.8997",Escada_Rolante_4,Escada_Rolante,0.39,Nenhum,24.9,1.03,N/A,Em movimento,45.93,Nenhum,2,Não,Não
2026-03-25 12:25:06,Ceilândia Norte,"-15.8142,-48.1189",Escada_Rolante_3,Escada_Rolante,2.17,Nenhum,28.6,1.0,N/A,Em movimento,39.01,Nenhum,4,Não,Não
2026-03-25 12:30:06,114 Sul,"-15.8406,-47.9181",Elevador_2,Elevador,0.96,Leve,25.3,1.95,Fechada,Andar 5,26.94,Nenhum,7,Não,Não
2026-03-25 12:35:06,Estrada Parque,"-15.8333,-48.0494",Elevador_3,Elevador,2.3,Nenhum,21.2,2.09,Fechada,Andar 10,36.59,Nenhum,0,Não,Não
2026-03-25 12:40:06,Feira,"-15.8319,-47.9547",Elevador_3,Elevador,0.36,Nenhum,23.6,1.27,Aberta,Andar 10,21.91,Nenhum,6,Não,Não
2026-03-25 12:45:06,Terminal Samambaia,"-15.8744,-48.0964",Escada_Rolante_1,Escada_Rolante,2.38,Nenhum,27.9,0.92,N/A,Em movimento,44.17,Nenhum,5,Não,Não
2026-03-25 12:50:06,Estrada Parque,"-15.8333,-48.0494",Elevador_4,Elevador,12.35,Extremo,46.4,1.91,Forçada,Bloqueada,92.94,Crítico,21,Sim,Sim
2026-03-25 12:55:06,Terminal Asa Sul,"-15.8483,-47.9239",Escada_Rolante_2,Escada_Rolante,2.32,Nenhum,23.5,0.97,N/A,Em movimento,27.2,Nenhum,2,Não,Não
2026-03-25 13:00:06,Samambaia Sul,"-15.8753,-48.0817",Escada_Rolante_3,Escada_Rolante,1.83,Nenhum,29.1,1.04,N/A,Em movimento,35.28,Nenhum,3,Não,Não
2026-03-25 13:05:06,Concessionárias,"-15.8361,-48.0381",Elevador_4,Elevador,2.38,Nenhum,23.0,1.03,Aberta,Andar 3,31.63,Nenhum,2,Não,Não
2026-03-25 13:10:06,102 Sul,"-15.8044,-47.8903",Escada_Rolante_1,Escada_Rolante,0.84,Nenhum,27.5,0.97,N/A,Em movimento,26.99,Nenhum,3,Não,Não
2026-03-25 13:15:06,Ceilândia Sul,"-15.8378,-48.0933",Escada_Rolante_1,Escada_Rolante,2.33,Nenhum,24.8,0.93,N/A,Em movimento,48.61,Nenhum,0,Não,Não
2026-03-25 13:20:06,Águas Claras,"-15.8406,-48.0264",Escada_Rolante_4,Escada_Rolante,1.05,Leve,24.2,0.92,N/A,Em movimento,22.43,Nenhum,7,Não,Não
2026-03-25 13:25:06,106 Sul,"-15.8164,-47.8997",Escada_Rolante_2,Escada_Rolante,1.15,Nenhum,29.6,1.07,N/A,Em movimento,38.43,Nenhum,7,Não,Não
2026-03-25 13:30:06,Ceilândia Sul,"-15.8378,-48.0933",Escada_Rolante_2,Escada_Rolante,1.06,Leve,29.4,0.95,N/A,Em movimento,41.04,Nenhum,7,Não,Não
2026-03-25 13:35:06,Ceilândia Centro,"-15.8236,-48.1128",Elevador_1,Elevador,0.27,Nenhum,25.9,1.57,Aberta,Andar 4,33.26,Nenhum,6,Não,Não
2026-03-25 13:40:06,Terminal Ceilândia,"-15.8078,-48.1258",Elevador_2,Elevador,0.55,Nenhum,25.7,1.67,Aberta,Andar 8,47.76,Nenhum,8,Não,Não
2026-03-25 13:45:06,110 Sul,"-15.8286,-47.9089",Elevador_2,Elevador,1.22,Nenhum,22.0,1.13,Fechada,Andar 1,46.05,Nenhum,5,Não,Não
2026-03-25 13:50:06,Terminal Asa Sul,"-15.8483,-47.9239",Elevador_1,Elevador,2.41,Nenhum,28.6,2.24,Fechada,Andar 9,29.78,Nenhum,1,Não,Não
2026-03-25 13:55:06,Terminal Ceilândia,"-15.8078,-48.1258",Escada_Rolante_4,Escada_Rolante,0.52,Nenhum,25.0,0.93,N/A,Em movimento,20.03,Nenhum,4,Não,Não
2026-03-25 14:00:06,Terminal Ceilândia,"-15.8078,-48.1258",Elevador_1,Elevador,2.32,Nenhum,29.6,2.32,Fechada,Andar 2,47.21,Nenhum,6,Não,Não
2026-03-25 14:05:06,102 Sul,"-15.8044,-47.8903",Escada_Rolante_3,Escada_Rolante,1.2,Nenhum,29.4,1.09,N/A,Em movimento,48.65,Nenhum,3,Não,Não
2026-03-25 14:10:06,Águas Claras,"-15.8406,-48.0264",Elevador_4,Elevador,2.03,Nenhum,24.1,1.14,Fechada,Andar 5,37.69,Nenhum,1,Não,Não
2026-03-25 14:15:06,114 Sul,"-15.8406,-47.9181",Elevador_4,Elevador,0.31,Nenhum,29.8,2.13,Fechada,Andar 6,23.12,Nenhum,8,Não,Não
2026-03-25 14:20:06,106 Sul,"-15.8164,-47.8997",Escada_Rolante_1,Escada_Rolante,0.17,Nenhum,20.2,1.04,N/A,Em movimento,35.7,Nenhum,3,Não,Não
2026-03-25 14:25:06,Terminal Samambaia,"-15.8744,-48.0964",Escada_Rolante_3,Escada_Rolante,1.82,Nenhum,21.9,0.99,N/A,Em movimento,39.26,Nenhum,7,Não,Não
2026-03-25 14:30:06,Centro Metropolitano,"-15.8344,-48.0772",Escada_Rolante_1,Escada_Rolante,0.98,Nenhum,20.2,1.05,N/A,Em movimento,26.62,Nenhum,4,Não,Não
2026-03-25 14:35:06,Central,"-15.7925,-47.8828",Escada_Rolante_1,Escada_Rolante,5.75,Extremo,37.4,1.08,N/A,N/A,91.68,Severo,9,Sim,Sim
2026-03-25 14:40:06,Feira,"-15.8319,-47.9547",Escada_Rolante_1,Escada_Rolante,0.94,Nenhum,23.9,1.07,N/A,Em movimento,24.14,Nenhum,3,Não,Não
2026-03-25 14:45:06,Praça do Relógio,"-15.8319,-48.0569",Elevador_3,Elevador,2.45,Nenhum,25.7,2.07,Aberta,Andar 4,27.67,Nenhum,6,Não,Não
2026-03-25 14:50:06,Ceilândia Centro,"-15.8236,-48.1128",Escada_Rolante_4,Escada_Rolante,1.82,Nenhum,21.1,1.06,N/A,Em movimento,32.13,Nenhum,5,Não,Não
2026-03-25 14:55:06,Samambaia Sul,"-15.8753,-48.0817",Escada_Rolante_3,Escada_Rolante,1.26,Nenhum,27.5,1.08,N/A,Em movimento,27.99,Nenhum,7,Não,Não
2026-03-25 15:00:06,Concessionárias,"-15.8361,-48.0381",Escada_Rolante_1,Escada_Rolante,1.58,Nenhum,23.6,1.08,N/A,Em movimento,36.42,Nenhum,2,Não,Não
2026-03-25 15:05:06,Shopping,"-15.8336,-47.9422",Escada_Rolante_1,Escada_Rolante,1.27,Nenhum,21.3,0.91,N/A,Em movimento,46.43,Nenhum,3,Não,Não
2026-03-25 15:10:06,Praça do Relógio,"-15.8319,-48.0569",Escada_Rolante_2,Escada_Rolante,0.37,Nenhum,23.5,0.91,N/A,Em movimento,36.25,Nenhum,4,Não,Não
2026-03-25 15:15:06,Terminal Asa Sul,"-15.8483,-47.9239",Escada_Rolante_3,Escada_Rolante,1.46,Nenhum,26.0,0.97,N/A,Em movimento,38.86,Nenhum,3,Não,Não
2026-03-25 15:20:06,110 Sul,"-15.8286,-47.9089",Escada_Rolante_4,Escada_Rolante,1.43,Nenhum,24.7,0.99,N/A,Em movimento,29.19,Nenhum,6,Não,Não
2026-03-25 15:25:06,114 Sul,"-15.8406,-47.9181",Elevador_2,Elevador,1.32,Nenhum,25.1,1.5,Fechada,Andar 2,29.19,Nenhum,4,Não,Não
2026-03-25 15:30:06,Ceilândia Norte,"-15.8142,-48.1189",Elevador_4,Elevador,2.12,Nenhum,20.8,1.73,Fechada,Andar 10,31.47,Nenhum,2,Não,Não
2026-03-25 15:35:06,Guariroba,"-15.8306,-48.1022",Escada_Rolante_3,Escada_Rolante,2.12,Nenhum,20.4,1.09,N/A,Em movimento,32.79,Nenhum,6,Não,Não
2026-03-25 15:40:06,102 Sul,"-15.8044,-47.8903",Elevador_1,Elevador,0.62,Nenhum,22.4,2.04,Fechada,Andar 8,47.53,Nenhum,4,Não,Não
2026-03-25 15:45:06,Arniqueiras,"-15.8378,-48.0169",Escada_Rolante_3,Escada_Rolante,2.0,Nenhum,22.7,0.9,N/A,Em movimento,20.77,Nenhum,0,Não,Não
2026-03-25 15:50:06,Arniqueiras,"-15.8378,-48.0169",Elevador_4,Elevador,0.62,Nenhum,25.8,1.17,Fechada,Andar 9,42.44,Nenhum,2,Não,Não
2026-03-25 15:55:06,Feira,"-15.8319,-47.9547",Elevador_1,Elevador,1.44,Nenhum,29.8,2.26,Fechada,Andar 8,49.93,Nenhum,4,Não,Não
2026-03-25 16:00:06,Guará,"-15.8258,-47.9708",Elevador_3,Elevador,1.62,Nenhum,25.4,2.07,Aberta,Andar 9,33.49,Nenhum,5,Não,Não
2026-03-25 16:05:06,114 Sul,"-15.8406,-47.9181",Escada_Rolante_3,Escada_Rolante,0.4,Nenhum,29.0,0.93,N/A,Em movimento,20.19,Nenhum,0,Não,Não
2026-03-25 16:10:06,Ceilândia Norte,"-15.8142,-48.1189",Escada_Rolante_1,Escada_Rolante,1.3,Nenhum,28.4,0.94,N/A,Em movimento,45.36,Nenhum,0,Não,Não
2026-03-25 16:15:06,Ceilândia Centro,"-15.8236,-48.1128",Elevador_1,Elevador,0.75,Nenhum,24.2,1.92,Aberta,Andar 7,23.66,Nenhum,4,Não,Não
2026-03-25 16:20:06,Terminal Samambaia,"-15.8744,-48.0964",Elevador_3,Elevador,0.34,Nenhum,28.8,1.88,Aberta,Andar 8,30.64,Nenhum,3,Não,Não
2026-03-25 16:25:06,Terminal Ceilândia,"-15.8078,-48.1258",Elevador_4,Elevador,2.08,Nenhum,25.1,1.51,Fechada,Andar 5,29.11,Nenhum,0,Não,Não
2026-03-25 16:30:06,112 Sul,"-15.8347,-47.9133",Elevador_2,Elevador,2.22,Nenhum,20.6,1.72,Aberta,Andar 1,36.01,Nenhum,3,Não,Não
2026-03-25 16:35:06,114 Sul,"-15.8406,-47.9181",Escada_Rolante_4,Escada_Rolante,1.25,Nenhum,25.0,0.94,N/A,Em movimento,49.03,Nenhum,0,Não,Não
2026-03-25 16:40:06,Shopping,"-15.8336,-47.9422",Escada_Rolante_2,Escada_Rolante,0.25,Nenhum,21.8,1.08,N/A,Em movimento,20.45,Nenhum,3,Não,Não
2026-03-25 16:45:06,102 Sul,"-15.8044,-47.8903",Escada_Rolante_4,Escada_Rolante,2.09,Nenhum,22.1,0.9,N/A,Em movimento,33.59,Nenhum,7,Não,Não
2026-03-25 16:50:06,106 Sul,"-15.8164,-47.8997",Elevador_1,Elevador,2.39,Nenhum,21.1,1.86,Fechada,Andar 7,46.96,Nenhum,2,Não,Não
2026-03-25 16:55:06,Arniqueiras,"-15.8378,-48.0169",Elevador_2,Elevador,0.94,Nenhum,21.5,1.21,Fechada,Andar 10,25.4,Nenhum,4,Não,Não
